»Àø⁄,∆Ωæ˘ƒÍ¡‰,∆Ωæ˘ ’»Î,µÍ√Ê¿‡–Õ,‘¬æ˘œ˙ €∂Ó
55100,37,3.5865,Ω÷±ﬂµÍ,112000
46600,42,3.1458,Ω÷±ﬂµÍ,116000
91100,33,2.87,Ω÷±ﬂµÍ,117600
160300,29,3.25,Ω÷±ﬂµÍ,112500
150900,32,3.1795,Ω÷±ﬂµÍ,125600
209600,22,2.4435,Ω÷±ﬂµÍ,118500
138300,26,3.5403,Ω÷±ﬂµÍ,113500
109400,35,4.1528,Ω÷±ﬂµÍ,113900
142500,36,4.0526,Ω÷±ﬂµÍ,104500
117600,36,4.5122,Ω÷±ﬂµÍ,113300
68600,31,2.4922,Ω÷±ﬂµÍ,109400
88000,34,4.6327,Ω÷±ﬂµÍ,116000
147900,32,3.9118,Ω÷±ﬂµÍ,114100
152100,30,3.9128,Ω÷±ﬂµÍ,126900
90300,32,4.1776,Ω÷±ﬂµÍ,118700
71500,33,4.375,Ω÷±ﬂµÍ,129900
146600,33,3.0437,Ω÷±ﬂµÍ,110800
135800,29,3.7333,Ω÷±ﬂµÍ,121400
184000,35,2.2548,Ω÷±ﬂµÍ,113300
232700,25,2.3851,Ω÷±ﬂµÍ,113700
50800,32,3.6667,Ω÷±ﬂµÍ,314100
260900,23,4.2788,Ω÷±ﬂµÍ,148700
131100,25,2.7083,Ω÷±ﬂµÍ,87800
84100,34,2.6442,Ω÷±ﬂµÍ,92000
175300,33,3.05,Ω÷±ﬂµÍ,97800
182900,24,1.6955,Ω÷±ﬂµÍ,86800
101300,31,2.0742,Ω÷±ﬂµÍ,76200
169700,38,1.9052,Ω÷±ﬂµÍ,83400
137600,21,4.2589,Ω÷±ﬂµÍ,152200
172000,26,2.76,Ω÷±ﬂµÍ,95200
115000,34,3.0909,Ω÷±ﬂµÍ,98300
164700,26,1.4719,Ω÷±ﬂµÍ,88600
115300,32,3.016,Ω÷±ﬂµÍ,96600
115300,21,4.84,Ω÷±ﬂµÍ,116400
129100,21,4.2099,Ω÷±ﬂµÍ,138700
136100,23,4.369,Ω÷±ﬂµÍ,121100
146600,35,3.6711,Ω÷±ﬂµÍ,108200
202100,21,4.4545,Ω÷±ﬂµÍ,142400
399600,24,2.1764,Ω÷±ﬂµÍ,135300
225800,36,3.2067,Ω÷±ﬂµÍ,124700
77400,34,3.8906,Ω÷±ﬂµÍ,141000
87200,29,4.0833,Ω÷±ﬂµÍ,141000
18400,35,3.6691,Ω÷±ﬂµÍ,137500
192100,26,3.1859,Ω÷±ﬂµÍ,153100
283400,21,4.2263,Ω÷±ﬂµÍ,203200
267200,30,4.4762,Ω÷±ﬂµÍ,163900
13600,29,1.625,Ω÷±ﬂµÍ,164300
139600,25,5.6973,Ω÷±ﬂµÍ,164800
272500,25,4.1865,Ω÷±ﬂµÍ,154300
165300,24,4.8167,Ω÷±ﬂµÍ,163300
87100,21,3.4459,Ω÷±ﬂµÍ,198800
132400,22,5.3735,Ω÷±ﬂµÍ,214600
150400,31,2.9821,Ω÷±ﬂµÍ,115600
106100,28,4.55,Ω÷±ﬂµÍ,146800
114200,34,3.6979,Ω÷±ﬂµÍ,99600
71100,29,4.8214,Ω÷±ﬂµÍ,143400
241100,26,1.7059,Ω÷±ﬂµÍ,85800
53200,34,3.0687,Ω÷±ﬂµÍ,88500
104600,29,3.1985,Ω÷±ﬂµÍ,117300
168400,28,4.0256,Ω÷±ﬂµÍ,127100
47600,21,3.5208,Ω÷±ﬂµÍ,121100
72400,33,3.4028,Ω÷±ﬂµÍ,110500
150100,34,3.2311,Ω÷±ﬂµÍ,105600
105600,35,3.5227,Ω÷±ﬂµÍ,105400
156400,31,2.6776,Ω÷±ﬂµÍ,122000
215600,26,3.9522,Ω÷±ﬂµÍ,124600
192000,21,2.2241,Ω÷±ﬂµÍ,127300
186900,22,4.2207,Ω÷±ﬂµÍ,141100
254100,24,4.131,Ω÷±ﬂµÍ,123800
77000,21,2.5656,Ω÷±ﬂµÍ,102500
245300,22,3.1312,Ω÷±ﬂµÍ,91000
72200,36,2.4861,Ω÷±ﬂµÍ,96200
137400,33,2.2197,Ω÷±ﬂµÍ,138200
105200,40,2.0682,Ω÷±ﬂµÍ,113000
145300,35,2.316,Ω÷±ﬂµÍ,119400
76900,39,2.3036,Ω÷±ﬂµÍ,110600
59000,42,1.6875,Ω÷±ﬂµÍ,113500
44300,37,2.3333,Ω÷±ﬂµÍ,122800
93900,27,5.1929,Ω÷±ﬂµÍ,165000
35600,30,3.2917,Ω÷±ﬂµÍ,144300
77300,34,3.5313,Ω÷±ﬂµÍ,142100
34600,28,5.4788,Ω÷±ﬂµÍ,339300
324000,25,5.2898,Ω÷±ﬂµÍ,177100
167100,23,5.195,Ω÷±ﬂµÍ,161000
134700,22,4.46,Ω÷±ﬂµÍ,189800
565000,33,2.5379,Ω÷±ﬂµÍ,152700
88100,52,1.9531,Ω÷±ﬂµÍ,162500
21400,27,3.175,Ω÷±ﬂµÍ,101600
240000,27,4.711,Ω÷±ﬂµÍ,133500
150200,28,3.4896,Ω÷±ﬂµÍ,140300
193800,23,2.725,Ω÷±ﬂµÍ,95300
204700,28,2.275,Ω÷±ﬂµÍ,85400
158000,23,4.4063,Ω÷±ﬂµÍ,129900
272100,35,2.1574,Ω÷±ﬂµÍ,86900
267200,23,1.9767,Ω÷±ﬂµÍ,81500
240500,22,2.1549,Ω÷±ﬂµÍ,146500
277000,23,1.7847,Ω÷±ﬂµÍ,109500
223300,21,3.2371,Ω÷±ﬂµÍ,94500
232800,35,2.5898,Ω÷±ﬂµÍ,76300
151900,31,1.942,Ω÷±ﬂµÍ,86200
201100,22,1.3039,Ω÷±ﬂµÍ,77500
158900,25,1.8446,Ω÷±ﬂµÍ,85700
210800,21,2.0135,Ω÷±ﬂµÍ,83000
172800,24,2.535,Ω÷±ﬂµÍ,74800
193900,24,1.7303,Ω÷±ﬂµÍ,74000
93000,23,2.0154,Ω÷±ﬂµÍ,81700
159400,25,2.4167,Ω÷±ﬂµÍ,104900
87900,33,2.5357,Ω÷±ﬂµÍ,94400
217400,21,3.5255,Ω÷±ﬂµÍ,132100
184900,22,4.7356,Ω÷±ﬂµÍ,195900
71500,25,2.7344,Ω÷±ﬂµÍ,149000
130400,22,1.4063,Ω÷±ﬂµÍ,81900
29300,26,3.7083,Ω÷±ﬂµÍ,147500
176000,27,3.4545,Ω÷±ﬂµÍ,89800
139100,40,1.9472,Ω÷±ﬂµÍ,73200
172200,29,3.0432,Ω÷±ﬂµÍ,91200
158300,29,1.424,Ω÷±ﬂµÍ,73200
26700,33,2.1581,Ω÷±ﬂµÍ,68300
182000,30,3.6339,Ω÷±ﬂµÍ,98600
249400,29,2.0976,Ω÷±ﬂµÍ,72600
86500,37,1.2188,Ω÷±ﬂµÍ,55000
182000,34,2.2321,Ω÷±ﬂµÍ,71800
273600,35,2.218,Ω÷±ﬂµÍ,73400
258900,32,1.4556,Ω÷±ﬂµÍ,54600
163200,37,2.7536,Ω÷±ﬂµÍ,73100
15800,35,3.4167,Ω÷±ﬂµÍ,100000
187400,25,3.0625,Ω÷±ﬂµÍ,150500
65800,21,3.5882,Ω÷±ﬂµÍ,161100
10200,26,2.5625,Ω÷±ﬂµÍ,103100
53700,21,1.95,Ω÷±ﬂµÍ,61000
15700,35,2.8056,Ω÷±ﬂµÍ,68100
22400,29,1.1917,Ω÷±ﬂµÍ,50000
61000,22,1.5227,Ω÷±ﬂµÍ,71000
67600,28,5.7613,Ω÷±ﬂµÍ,500001
347000,28,2.5885,Ω÷±ﬂµÍ,159000
236200,27,2.9569,Ω÷±ﬂµÍ,65900
362300,21,2.5212,Ω÷±ﬂµÍ,145200
45100,36,2.6083,Ω÷±ﬂµÍ,321900
308600,26,2.5399,Ω÷±ﬂµÍ,94800
262800,31,2.1176,Ω÷±ﬂµÍ,124100
172100,24,3.1493,Ω÷±ﬂµÍ,199400
143200,22,2.2216,Ω÷±ﬂµÍ,183900
58100,25,3.1364,Ω÷±ﬂµÍ,301600
60400,25,1.3801,Ω÷±ﬂµÍ,55000
230100,33,2.5477,Ω÷±ﬂµÍ,83000
155700,26,4.4107,Ω÷±ﬂµÍ,122500
75900,27,3.3162,Ω÷±ﬂµÍ,113600
47300,24,3.7727,Ω÷±ﬂµÍ,500001
91000,25,3.3639,Ω÷±ﬂµÍ,168800
50700,24,3.4583,Ω÷±ﬂµÍ,67500
37500,33,2.025,Ω÷±ﬂµÍ,50000
272500,25,3.775,Ω÷±ﬂµÍ,93400
291800,26,3.3107,Ω÷±ﬂµÍ,69400
83000,22,3.0673,Ω÷±ﬂµÍ,68200
289100,28,2.3169,Ω÷±ﬂµÍ,68900
127900,38,2.1217,Ω÷±ﬂµÍ,68500
91800,29,2.8648,Ω÷±ﬂµÍ,72100
97900,28,1.7172,Ω÷±ﬂµÍ,58800
265400,26,2.2989,Ω÷±ﬂµÍ,60600
377900,32,1.7805,Ω÷±ﬂµÍ,76900
33100,22,2.9286,Ω÷±ﬂµÍ,112500
107700,23,2.5,Ω÷±ﬂµÍ,96300
62500,34,1.5809,Ω÷±ﬂµÍ,100000
404200,24,1.7344,Ω÷±ﬂµÍ,66400
66400,22,1.9306,Ω÷±ﬂµÍ,47500
294000,25,2.2141,Ω÷±ﬂµÍ,66700
72400,21,3.1827,Ω÷±ﬂµÍ,71700
66600,28,2.9653,Ω÷±ﬂµÍ,94900
11700,27,2.0833,Ω÷±ﬂµÍ,45000
313400,34,2.1782,Ω÷±ﬂµÍ,58400
67100,29,3.3438,Ω÷±ﬂµÍ,74000
500,26,0.536,Ω÷±ﬂµÍ,275000
184100,25,2.6768,Ω÷±ﬂµÍ,82400
118200,21,1.625,Ω÷±ﬂµÍ,62000
193300,35,3.9167,Ω÷±ﬂµÍ,155700
88800,38,4.0972,Ω÷±ﬂµÍ,163700
71000,38,3.7731,Ω÷±ﬂµÍ,161400
76400,43,3.9271,Ω÷±ﬂµÍ,147100
93900,46,3.5893,Ω÷±ﬂµÍ,142000
97500,52,3.776,Ω÷±ﬂµÍ,164500
89200,42,3.0208,Ω÷±ﬂµÍ,148800
79600,44,3.4914,Ω÷±ﬂµÍ,153900
70400,48,3.5313,Ω÷±ﬂµÍ,147900
160400,52,3.8914,Ω÷±ﬂµÍ,181600
68900,40,1.7765,Ω÷±ﬂµÍ,109800
87800,44,1.5922,Ω÷±ﬂµÍ,115100
148400,43,2.3266,Ω÷±ﬂµÍ,137500
90400,52,2.6976,Ω÷±ﬂµÍ,109300
27300,52,2.01,Ω÷±ﬂµÍ,94300
128100,48,1.6277,Ω÷±ﬂµÍ,140600
114600,52,1.4034,Ω÷±ﬂµÍ,90300
103800,52,1.6116,Ω÷±ﬂµÍ,70500
45600,52,1.4375,Ω÷±ﬂµÍ,168800
50900,52,0.9196,Ω÷±ﬂµÍ,137500
76100,42,1.245,Ω÷±ﬂµÍ,137500
114800,47,1.4301,Ω÷±ﬂµÍ,141700
27200,52,1.625,Ω÷±ﬂµÍ,187500
63400,49,1.7568,Ω÷±ﬂµÍ,93800
109100,38,1.2209,Ω÷±ﬂµÍ,87900
58900,39,2.1691,Ω÷±ﬂµÍ,150000
144300,48,1.9034,Ω÷±ﬂµÍ,123900
124300,38,1.8512,Ω÷±ﬂµÍ,114100
17600,52,3.0217,Ω÷±ﬂµÍ,200000
122300,50,1.2041,Ω÷±ﬂµÍ,168100
108100,52,1.5872,Ω÷±ﬂµÍ,157500
82500,52,3.2963,Ω÷±ﬂµÍ,236100
102700,52,4.63,Ω÷±ﬂµÍ,233800
76400,52,2.9191,Ω÷±ﬂµÍ,111800
32600,52,3.1583,Ω÷±ﬂµÍ,140000
36700,52,3.2386,Ω÷±ﬂµÍ,213200
72200,52,3.1484,Ω÷±ﬂµÍ,158900
61400,52,2.0549,Ω÷±ﬂµÍ,156700
44300,41,3.1827,Ω÷±ﬂµÍ,131700
87300,45,3.7167,Ω÷±ﬂµÍ,131900
25700,52,2.8542,Ω÷±ﬂµÍ,139400
53200,50,2.5417,Ω÷±ﬂµÍ,125900
45200,46,3.0938,Ω÷±ﬂµÍ,137800
129500,52,5.1169,Ω÷±ﬂµÍ,232500
130100,52,4.0417,Ω÷±ﬂµÍ,173800
11500,35,2.6417,Ω÷±ﬂµÍ,98900
150900,44,2.7333,Ω÷±ﬂµÍ,100100
72200,52,3.3348,Ω÷±ﬂµÍ,122800
45200,51,2.625,Ω÷±ﬂµÍ,121200
72600,46,2.9821,Ω÷±ﬂµÍ,97000
27300,52,3.125,Ω÷±ﬂµÍ,85600
47900,52,2.2125,Ω÷±ﬂµÍ,104000
178900,52,1.7616,Ω÷±ﬂµÍ,84100
136400,52,1.2235,Ω÷±ﬂµÍ,68500
92600,48,1.1458,Ω÷±ﬂµÍ,65400
78200,52,1.8911,Ω÷±ﬂµÍ,85900
87400,51,2.0221,Ω÷±ﬂµÍ,95800
104400,44,1.7328,Ω÷±ﬂµÍ,88100
51800,44,2.0089,Ω÷±ﬂµÍ,113600
68800,46,2.7316,Ω÷±ﬂµÍ,134700
59600,38,1.78,Ω÷±ﬂµÍ,114300
50600,42,1.2813,Ω÷±ﬂµÍ,87500
98700,35,1.9013,Ω÷±ﬂµÍ,86900
73600,51,1.7155,Ω÷±ﬂµÍ,108800
80700,41,1.4712,Ω÷±ﬂµÍ,94600
76600,44,2.1719,Ω÷±ﬂµÍ,87500
42500,36,2.2031,Ω÷±ﬂµÍ,93800
51000,45,1.0114,Ω÷±ﬂµÍ,80000
168400,46,1.128,Ω÷±ﬂµÍ,123100
132000,43,1.0649,Ω÷±ﬂµÍ,137500
134100,45,2.8417,Ω÷±ﬂµÍ,137900
53100,46,2.7885,Ω÷±ﬂµÍ,137200
66700,52,3.0033,Ω÷±ﬂµÍ,103500
83600,52,3.3844,Ω÷±ﬂµÍ,151100
95700,52,5.6402,Ω÷±ﬂµÍ,209800
62400,52,3.6729,Ω÷±ﬂµÍ,137800
77900,47,2.5639,Ω÷±ﬂµÍ,123000
33400,52,8.338,Ω÷±ﬂµÍ,405800
148600,51,5.0359,Ω÷±ﬂµÍ,224100
136300,49,5.2362,Ω÷±ﬂµÍ,236800
45200,44,3.7344,Ω÷±ﬂµÍ,179800
83200,52,7.1035,Ω÷±ﬂµÍ,228700
81100,52,4.3929,Ω÷±ﬂµÍ,162500
87700,50,2.0833,Ω÷±ﬂµÍ,94300
67500,52,4.1467,Ω÷±ﬂµÍ,175000
71400,52,4.8603,Ω÷±ﬂµÍ,191900
32700,52,2.8542,Ω÷±ﬂµÍ,125000
70600,48,0.9948,Ω÷±ﬂµÍ,65400
86100,29,1.0208,Ω÷±ﬂµÍ,55800
134600,47,1.2679,Ω÷±ﬂµÍ,56700
54600,24,1.186,Ω÷±ﬂµÍ,67000
56100,52,2.0242,Ω÷±ﬂµÍ,94600
81000,47,2.7787,Ω÷±ﬂµÍ,56000
83900,41,1.4702,Ω÷±ﬂµÍ,58300
60500,48,1.8333,Ω÷±ﬂµÍ,58200
145400,40,2.0074,Ω÷±ﬂµÍ,57000
55600,29,3.0521,Ω÷±ﬂµÍ,108000
91200,43,2.9769,Ω÷±ﬂµÍ,92700
79100,44,3.15,Ω÷±ﬂµÍ,101500
114500,44,2.5694,Ω÷±ﬂµÍ,92400
144100,48,1.9485,Ω÷±ﬂµÍ,86600
107100,29,2.925,Ω÷±ﬂµÍ,94300
134600,42,2.4618,Ω÷±ﬂµÍ,101300
121700,39,3.2404,Ω÷±ﬂµÍ,93600
130800,47,2.5389,Ω÷±ﬂµÍ,75700
111000,35,3.1944,Ω÷±ﬂµÍ,79000
58800,37,2.9737,Ω÷±ﬂµÍ,72100
117100,37,2.8298,Ω÷±ﬂµÍ,71200
83200,36,3.4083,Ω÷±ﬂµÍ,71800
84600,36,3.1208,Ω÷±ﬂµÍ,82700
119900,36,3.1667,Ω÷±ﬂµÍ,81900
108900,37,2.3272,Ω÷±ﬂµÍ,80600
252900,25,1.8689,Ω÷±ﬂµÍ,66800
261100,21,1.9423,Ω÷±ﬂµÍ,87800
165500,32,2.5574,Ω÷±ﬂµÍ,72600
95500,43,2.5898,Ω÷±ﬂµÍ,72100
292500,30,1.3927,Ω÷±ﬂµÍ,78300
99500,38,2.7697,Ω÷±ﬂµÍ,76600
118800,39,4.6923,Ω÷±ﬂµÍ,192000
150800,37,3.5231,Ω÷±ﬂµÍ,114300
63100,34,4.25,Ω÷±ﬂµÍ,191900
96600,36,5.3135,Ω÷±ﬂµÍ,216600
126100,37,2.2574,Ω÷±ﬂµÍ,59100
108500,33,5.5208,Ω÷±ﬂµÍ,171300
54200,31,6.6112,Ω÷±ﬂµÍ,251600
116700,30,4.0972,Ω÷±ﬂµÍ,181400
78600,38,2.3487,Ω÷±ﬂµÍ,101600
122500,40,3.125,Ω÷±ﬂµÍ,130600
84100,37,1.6932,Ω÷±ﬂµÍ,78400
70800,43,2.3542,Ω÷±ﬂµÍ,103900
90600,36,2.9911,Ω÷±ﬂµÍ,96400
95500,37,3.1014,Ω÷±ﬂµÍ,96800
57100,42,3.3906,Ω÷±ﬂµÍ,124200
184100,41,2.1975,Ω÷±ﬂµÍ,73500
90200,37,1.9837,Ω÷±ﬂµÍ,62300
184500,36,1.4138,Ω÷±ﬂµÍ,52500
240000,43,1.4625,Ω÷±ﬂµÍ,54400
50600,44,1.3646,Ω÷±ﬂµÍ,65400
133100,32,3.319,Ω÷±ﬂµÍ,84500
84200,30,3.0313,Ω÷±ﬂµÍ,87900
78700,29,3.7414,Ω÷±ﬂµÍ,98500
185700,30,3.1768,Ω÷±ﬂµÍ,79500
107500,34,3.9792,Ω÷±ﬂµÍ,164800
136600,31,4.2885,Ω÷±ﬂµÍ,160300
128900,30,3.5737,Ω÷±ﬂµÍ,171200
294200,23,3.0963,Ω÷±ﬂµÍ,156900
185600,21,4.1,Ω÷±ﬂµÍ,158300
185700,25,5.0371,Ω÷±ﬂµÍ,180200
158300,34,3.1583,Ω÷±ﬂµÍ,95800
72300,24,2.5926,Ω÷±ﬂµÍ,72300
174000,23,1.3679,Ω÷±ﬂµÍ,70300
98600,26,2.6613,Ω÷±ﬂµÍ,77700
231700,29,2.7368,Ω÷±ﬂµÍ,78200
203200,32,3.3689,Ω÷±ﬂµÍ,83400
244700,26,1.5908,Ω÷±ﬂµÍ,78600
290200,26,2.735,Ω÷±ﬂµÍ,74600
174500,25,2.6382,Ω÷±ﬂµÍ,76200
422400,26,2.3496,Ω÷±ﬂµÍ,68000
204800,24,3.2702,Ω÷±ﬂµÍ,67300
105200,38,1.7891,Ω÷±ﬂµÍ,60500
114200,38,1.7714,Ω÷±ﬂµÍ,69900
88400,34,2.1679,Ω÷±ﬂµÍ,75400
84800,34,2.4741,Ω÷±ﬂµÍ,87000
84300,39,1.7692,Ω÷±ﬂµÍ,63900
160700,37,1.8007,Ω÷±ﬂµÍ,65400
122600,36,1.5292,Ω÷±ﬂµÍ,55700
197100,26,1.2575,Ω÷±ﬂµÍ,66800
155900,25,2.7101,Ω÷±ﬂµÍ,99500
7400,52,3.625,Ω÷±ﬂµÍ,80000
159700,42,1.8205,Ω÷±ﬂµÍ,60400
246000,36,1.6521,Ω÷±ﬂµÍ,69700
229400,29,2.2245,Ω÷±ﬂµÍ,75900
82700,37,2.6288,Ω÷±ﬂµÍ,71200
88800,37,2.5592,Ω÷±ﬂµÍ,70300
223700,29,2.1736,Ω÷±ﬂµÍ,72100
159600,32,1.68,Ω÷±ﬂµÍ,84100
96300,34,2.71,Ω÷±ﬂµÍ,65600
482800,27,2.214,Ω÷±ﬂµÍ,82400
108900,27,4.088,Ω÷±ﬂµÍ,96800
433300,24,3.025,Ω÷±ﬂµÍ,87900
154000,34,3.5323,Ω÷±ﬂµÍ,109800
208300,31,3.3878,Ω÷±ﬂµÍ,109300
163800,28,2.9571,Ω÷±ﬂµÍ,103100
102800,24,3.5402,Ω÷±ﬂµÍ,98700
254800,21,1.3571,Ω÷±ﬂµÍ,55000
140700,23,4.3288,Ω÷±ﬂµÍ,133700
78100,26,4.6944,Ω÷±ﬂµÍ,130900
105300,25,3.5278,Ω÷±ﬂµÍ,126200
108800,26,5,Ω÷±ﬂµÍ,142500
6500,38,0.9274,Ω÷±ﬂµÍ,67500
125300,43,0.9204,Ω÷±ﬂµÍ,82100
11900,43,1.725,Ω÷±ﬂµÍ,67500
170100,22,5.2449,Ω÷±ﬂµÍ,387000
86300,33,8.4016,Ω÷±ﬂµÍ,338700
63900,25,5.8416,Ω÷±ﬂµÍ,297600
83800,22,7.143,Ω÷±ﬂµÍ,327800
219400,23,1.7451,Ω÷±ﬂµÍ,89600
57400,35,2.2452,Ω÷±ﬂµÍ,102800
61300,36,3.8672,Ω÷±ﬂµÍ,111400
110000,33,2.1694,Ω÷±ﬂµÍ,95700
14900,34,2.6442,Ω÷±ﬂµÍ,55000
132200,36,3.4784,Ω÷±ﬂµÍ,105500
122500,36,2.9559,Ω÷±ﬂµÍ,136600
260700,22,2.5238,Ω÷±ﬂµÍ,118800
78200,37,4.1488,Ω÷±ﬂµÍ,136400
76400,36,3.0156,Ω÷±ﬂµÍ,103000
105300,33,2.2264,Ω÷±ﬂµÍ,108100
56300,34,2.8,Ω÷±ﬂµÍ,113600
113000,25,2.5363,Ω÷±ﬂµÍ,124600
101800,36,3.2596,Ω÷±ﬂµÍ,98700
87800,36,2.8462,Ω÷±ﬂµÍ,93400
91300,41,6.3406,Ω÷±ﬂµÍ,448300
131200,35,3.788,Ω÷±ﬂµÍ,136800
41400,36,5.8336,Ω÷±ﬂµÍ,283300
36200,36,6.8469,Ω÷±ﬂµÍ,446400
116800,34,3.6053,Ω÷±ﬂµÍ,148600
92700,36,3.5179,Ω÷±ﬂµÍ,207800
100600,37,7.3343,Ω÷±ﬂµÍ,280400
117600,38,5.0497,Ω÷±ﬂµÍ,191700
68500,38,4.5313,Ω÷±ﬂµÍ,189400
83800,36,4.775,Ω÷±ﬂµÍ,194100
154900,27,2.7788,Ω÷±ﬂµÍ,115700
166200,27,5.0997,Ω÷±ﬂµÍ,170100
80500,35,4.4643,Ω÷±ﬂµÍ,133000
53000,36,3.875,Ω÷±ﬂµÍ,133600
99300,35,5.0492,Ω÷±ﬂµÍ,144100
46000,29,5.3243,Ω÷±ﬂµÍ,265700
118500,32,5.0508,Ω÷±ﬂµÍ,225700
97800,25,8.4699,Ω÷±ﬂµÍ,344000
113200,23,5.9174,Ω÷±ﬂµÍ,225900
115100,22,8.05,Ω÷±ﬂµÍ,380000
266700,24,5.5632,Ω÷±ﬂµÍ,175200
263100,28,4.875,Ω÷±ﬂµÍ,146400
203200,28,3.4299,Ω÷±ﬂµÍ,164000
214000,25,2.5511,Ω÷±ﬂµÍ,134100
95100,37,3.8882,Ω÷±ﬂµÍ,159500
107700,34,3.058,Ω÷±ﬂµÍ,133000
94000,30,4.7283,Ω÷±ﬂµÍ,164500
13300,36,4.6111,Ω÷±ﬂµÍ,139300
145200,32,2.6623,Ω÷±ﬂµÍ,120700
25300,37,4.8194,Ω÷±ﬂµÍ,141100
253200,30,4.6127,Ω÷±ﬂµÍ,151800
69700,27,1.6678,Ω÷±ﬂµÍ,166100
112700,34,2.2,Ω÷±ﬂµÍ,116500
35600,41,3.5625,Ω÷±ﬂµÍ,115300
44700,43,3.0139,Ω÷±ﬂµÍ,115600
46000,42,3.7569,Ω÷±ﬂµÍ,127100
32900,39,3.0833,Ω÷±ﬂµÍ,114100
86300,27,3.0086,Ω÷±ﬂµÍ,126900
166100,30,2.7813,Ω÷±ﬂµÍ,118900
35900,34,3.8068,Ω÷±ﬂµÍ,150400
78600,35,2.4632,Ω÷±ﬂµÍ,156900
233400,27,2.2844,Ω÷±ﬂµÍ,170500
105900,45,1.8176,Ω÷±ﬂµÍ,160900
157700,30,2.517,Ω÷±ﬂµÍ,130400
107900,31,1.8571,Ω÷±ﬂµÍ,98700
173300,28,2.2292,Ω÷±ﬂµÍ,113200
151500,33,1.9908,Ω÷±ﬂµÍ,118800
173500,21,2.5162,Ω÷±ﬂµÍ,97500
159100,33,2.0786,Ω÷±ﬂµÍ,88600
58900,34,2.1776,Ω÷±ﬂµÍ,84400
67500,40,1.3696,Ω÷±ﬂµÍ,65200
46200,41,2.0224,Ω÷±ﬂµÍ,64900
74000,42,2.6055,Ω÷±ﬂµÍ,78000
60400,43,1.6641,Ω÷±ﬂµÍ,67000
120300,42,1.9412,Ω÷±ﬂµÍ,73100
100800,36,2.0639,Ω÷±ﬂµÍ,73000
76500,41,1.8792,Ω÷±ﬂµÍ,63300
89700,41,2.3214,Ω÷±ﬂµÍ,66800
68200,38,1.9167,Ω÷±ﬂµÍ,64400
106900,42,1.8611,Ω÷±ﬂµÍ,60500
104200,44,1.6033,Ω÷±ﬂµÍ,58500
115700,21,2.098,Ω÷±ﬂµÍ,49800
150100,34,2.0417,Ω÷±ﬂµÍ,65900
97100,25,1.0398,Ω÷±ﬂµÍ,62100
55900,28,3.8295,Ω÷±ﬂµÍ,122200
111600,38,1.3302,Ω÷±ﬂµÍ,62200
75300,33,1.3462,Ω÷±ﬂµÍ,55900
97000,38,1.6343,Ω÷±ﬂµÍ,71000
97200,37,1.9107,Ω÷±ﬂµÍ,64700
151300,37,1.4387,Ω÷±ﬂµÍ,61000
107900,23,1.867,Ω÷±ﬂµÍ,60600
244400,26,1.56,Ω÷±ﬂµÍ,67600
88400,28,1.4397,Ω÷±ﬂµÍ,51700
114700,37,2.5643,Ω÷±ﬂµÍ,59800
169600,38,1.4861,Ω÷±ﬂµÍ,63100
150900,32,1.0424,Ω÷±ﬂµÍ,81400
46400,43,2.4205,Ω÷±ﬂµÍ,60900
251100,35,1.9871,Ω÷±ﬂµÍ,60900
100000,33,1.0467,Ω÷±ﬂµÍ,70100
82300,44,4.6625,Ω÷±ﬂµÍ,158900
109400,46,1.0685,Ω÷±ﬂµÍ,70000
61300,43,1.2917,Ω÷±ﬂµÍ,66300
82300,29,1.9688,Ω÷±ﬂµÍ,135600
26300,34,0.9379,Ω÷±ﬂµÍ,67500
137400,29,2.1889,Ω÷±ﬂµÍ,69300
78100,31,1.6563,Ω÷±ﬂµÍ,65800
85000,35,1.6331,Ω÷±ﬂµÍ,67500
414700,23,3.8272,Ω÷±ﬂµÍ,96600
45000,28,2.1029,Ω÷±ﬂµÍ,108600
22900,32,8.0379,Ω÷±ﬂµÍ,383300
72700,25,4.7396,Ω÷±ﬂµÍ,135500
91100,26,4.0227,Ω÷±ﬂµÍ,99800
117200,25,3.5129,Ω÷±ﬂµÍ,101200
114100,24,3.9853,Ω÷±ﬂµÍ,90400
56800,32,3.8611,Ω÷±ﬂµÍ,93900
54200,28,2.5,Ω÷±ﬂµÍ,96200
101900,32,3.725,Ω÷±ﬂµÍ,112200
84800,28,3.6429,Ω÷±ﬂµÍ,105200
151200,24,3.1942,Ω÷±ﬂµÍ,94900
154200,32,2.2243,Ω÷±ﬂµÍ,89200
70500,35,2.8333,Ω÷±ﬂµÍ,103000
56300,31,3.625,Ω÷±ﬂµÍ,91300
107600,35,2.7179,Ω÷±ﬂµÍ,81100
114800,50,2.5062,Ω÷±ﬂµÍ,112500
112400,29,3.0833,Ω÷±ﬂµÍ,87000
66300,34,3.3074,Ω÷±ﬂµÍ,84200
83100,35,4.0673,Ω÷±ﬂµÍ,84200
93700,36,3.1786,Ω÷±ﬂµÍ,83400
100700,35,3.2361,Ω÷±ﬂµÍ,84000
146000,35,2.6713,Ω÷±ﬂµÍ,84400
15400,38,4.0909,Ω÷±ﬂµÍ,108300
59000,35,2.7009,Ω÷±ﬂµÍ,80200
202200,29,3.5429,Ω÷±ﬂµÍ,88200
93900,35,2.5542,Ω÷±ﬂµÍ,72900
